tweet_id,airline_sentiment,text,airline
569950945389518848,positive,"@SouthwestAir Thanks, you guys are the best",Southwest
569950112631296002,positive,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,Southwest
569946428547551233,negative,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,Southwest
569946219826548736,neutral,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?,Southwest
569944997308407808,negative,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip,Southwest
569944956132990976,positive,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,Southwest
569943647103406080,negative,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow.",Southwest
569943306613886976,positive,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,Southwest
569942616617447424,negative,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,Southwest
569942482668167168,negative,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",Southwest
569941609225293824,positive,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,Southwest
569941247546286080,negative,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha,Southwest
569940430365847554,negative,@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,Southwest
569938799397990401,negative,"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable",Southwest
569937700993818625,negative,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,Southwest
569937119411462144,negative,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",Southwest
569935609940316160,positive,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!,Southwest
569933882662916096,neutral,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",Southwest
569932197735604224,positive,"@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol.",Southwest
569931705022164992,negative,@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.,Southwest
569929973156327424,negative,@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness,Southwest
569927739802652672,negative,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,Southwest
569925645204987904,neutral,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".",Southwest
569924965446725632,positive,@SouthwestAir nice touch on the passbook integration!,Southwest
569924679206457344,neutral,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...",Southwest
569924393976987649,negative,@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...,Southwest
569924243946737664,negative,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing",Southwest
569915419018067968,negative,@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.,Southwest
569912094272782337,positive,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.,Southwest
569911555967442944,negative,@SouthwestAir yep. 99.99999999% certain it was on that flight.,Southwest
569910383047254016,positive,@SouthwestAir I would appreciate that.  Thank you.,Southwest
569906668743426048,negative,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",Southwest
569905567960952832,negative,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.,Southwest
569904613069103104,negative,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",Southwest
569903377598914562,positive,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;),Southwest
569903253183455233,negative,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.,Southwest
569901998780198912,negative,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,Southwest
569900699988860928,positive,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,Southwest
569900147343265792,positive,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!",Southwest
569899502355681280,negative,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....,Southwest
569898033128693760,neutral,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?,Southwest
569897334760448000,neutral,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?,Southwest
569895187746418688,positive,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!",Southwest
569894088209596416,positive,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1,Southwest
569893924942299136,neutral,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),Southwest
569889885651234816,negative,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",Southwest
569888280793063424,neutral,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2",Southwest
569887819297992704,negative,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon,Southwest
569887230019284993,positive,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!,Southwest
569885759513034752,negative,@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?,Southwest
569884616649269248,negative,@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying,Southwest
569880788612866048,negative,@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight,Southwest
569878685723049985,neutral,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,Southwest
569877658286186496,neutral,@SouthwestAir didn't realize no clothes until at hotel - suggestions?,Southwest
569875667245871104,neutral,@SouthwestAir may want to direct that to the people at @FurryFiesta tok,Southwest
569875532600385536,negative,@SouthwestAir bag in possession but no clothes in bag??,Southwest
569875430951542784,negative,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB",Southwest
569875093360238592,negative,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back",Southwest
569874524922978304,neutral,@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?,Southwest
569872444590129152,negative,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢,Southwest
569872363170373632,negative,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,Southwest
569868010665611265,negative,@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?,Southwest
569866847690100736,negative,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,Southwest
569865675793170432,negative,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,Southwest
569864693998690304,positive,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.,Southwest
569862767236255744,negative,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,Southwest
569857504768757760,negative,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",Southwest
569855773951561728,neutral,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,Southwest
569855106583281664,negative,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.,Southwest
569843082994315264,positive,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,Southwest
569842095483199488,negative,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,Southwest
569840840861839360,positive,@SouthwestAir   Thanks,Southwest
569837786930540545,negative,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help.",Southwest
569832563403051008,positive,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,Southwest
569817937131016192,neutral,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?",Southwest
569813808987787264,negative,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,Southwest
569795913788428288,negative,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!",Southwest
569791667827388416,neutral,@SouthwestAir   Are flights going into Dallas this morning?   Thanks,Southwest
569769288174870528,neutral,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1,Southwest
569766956062134272,positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons,Southwest
569757790626906112,positive,@SouthwestAir yes I was everything worked out great,Southwest
569752691460706304,positive,@SouthwestAir show me some love and a companion flight~please and thank you!,Southwest
569748667793588224,negative,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",Southwest
569735142564102145,positive,@SouthwestAir loved it!,Southwest
569734069988286464,negative,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,Southwest
569731970562961408,negative,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),Southwest
569731104070115329,positive,@SouthwestAir you're my early frontrunner for best airline! #oscars2016,Southwest
569728621344104448,neutral,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy",Southwest
569728483384930304,negative,@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx,Southwest
569720247948861440,negative,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,Southwest
569716065741045760,negative,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,Southwest
569715248720007169,negative,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪,Southwest
569714651489050624,negative,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.,Southwest
569713556935077888,negative,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted,Southwest
569709058636320768,negative,@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.,Southwest
569704587315138560,positive,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",Southwest
569703041957564416,negative,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.,Southwest
569702019797286913,positive,@SouthwestAir thanks! Very excited to see it :D,Southwest
569701794714128384,negative,".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",Southwest
569701285588541441,negative,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,Southwest
569700277244141568,positive,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,Southwest
569698892528222208,negative,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,Southwest
569698044175757312,positive,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",Southwest
569697662494121984,negative,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",Southwest
569697236982104065,neutral,"@SouthwestAir yes, please #companionpass",Southwest
569693012885770240,neutral,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,Southwest
569691767953436674,negative,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",Southwest
569691144897953793,negative,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,Southwest
569690786180132865,neutral,@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy,Southwest
569689184958595072,positive,@SouthwestAir thank you!!,Southwest
569688749208178688,negative,@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.,Southwest
569688256247427072,negative,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,Southwest
569686814136467456,neutral,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,Southwest
569685957437362176,negative,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",Southwest
569685259412836354,negative,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,Southwest
569684626949718017,negative,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣,Southwest
569684137755459584,neutral,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,Southwest
569683748901367808,positive,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,Southwest
569683741779599361,negative,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,Southwest
569683334311366656,negative,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,Southwest
569683240828723201,negative,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.",Southwest
569682747712770048,negative,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,Southwest
569682422981218304,positive,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,Southwest
569682325778231297,negative,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,Southwest
569681184898162689,negative,"@SouthwestAir no you are not, you just care about mighty dollar.",Southwest
569676404893163520,positive,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",Southwest
569676204728389632,positive,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,Southwest
569675861160386560,negative,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",Southwest
569675668524441600,neutral,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,Southwest
569675004482351104,positive,@SouthwestAir yes please,Southwest
569674930842775552,positive,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,Southwest
569672501753724928,positive,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,Southwest
569672095753502720,negative,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",Southwest
569672091550658560,negative,@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire,Southwest
569672055471210496,neutral,@SouthwestAir yes please.my son lives in NJ.,Southwest
569671596744380416,positive,@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK,Southwest
569671454419079169,negative,"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",Southwest
569671200978436096,negative,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,Southwest
569670962825846785,positive,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,Southwest
569670402223562752,positive,@SouthwestAir YES please....How do we get that companion pass?,Southwest
569668913916567552,negative,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,Southwest
569668853849919488,positive,@SouthwestAir yes please!,Southwest
569668792265019392,positive,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,Southwest
569668677731274752,positive,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,Southwest
569668198389436416,neutral,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,Southwest
569668015047839744,positive,@SouthwestAir I want one!,Southwest
569667923326971904,negative,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,Southwest
569667638651170816,neutral,@SouthwestAir I would love a +1 #RedCarpet  treatment,Southwest
569667238808068098,positive,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,Southwest
569667075280498688,positive,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,Southwest
569666708278878208,neutral,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,Southwest
569666470482804737,negative,@SouthwestAir wifi is the worst $8 investment I have ever made.,Southwest
569665019899572226,neutral,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,Southwest
569660864653099009,negative,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,Southwest
569658322732756992,neutral,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",Southwest
569657389722550272,negative,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,Southwest
569652584761462784,negative,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",Southwest
569650294746820609,negative,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,Southwest
569649779090833408,negative,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,Southwest
569649617802891264,negative,@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,Southwest
569648240150204416,negative,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",Southwest
569644697309872128,positive,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,Southwest
569644492040613888,positive,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),Southwest
569644310045417472,positive,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,Southwest
569644213224148993,positive,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,Southwest
569640446999203842,neutral,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,Southwest
569639587842281473,negative,@SouthwestAir Two delayed flights in a row. Neither one of them explained,Southwest
569638751598563328,negative,@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,Southwest
569638417505497088,negative,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,Southwest
569638063825154049,positive,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,Southwest
569635428237778944,neutral,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,Southwest
569630183747153920,negative,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,Southwest
569627946459275264,positive,@SouthwestAir thank you!,Southwest
569626389944659970,negative,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,Southwest
569624788244828160,negative,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",Southwest
569622053214507008,negative,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",Southwest
569619309401546752,neutral,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,Southwest
569615736387325952,negative,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,Southwest
569615206625599488,negative,@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!,Southwest
569614436660432896,negative,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",Southwest
569613284455948289,negative,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,Southwest
569613113718218752,negative,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",Southwest
569612549458522113,negative,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",Southwest
569612143873490944,neutral,@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,Southwest
569611549960044544,negative,@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,Southwest
569607114462793730,neutral,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,Southwest
569606089316167680,positive,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,Southwest
569604665240895488,negative,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,Southwest
569604198033170432,negative,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,Southwest
569604066239762432,positive,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,Southwest
569603326947364864,negative,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,Southwest
569598614235942912,negative,@SouthwestAir our flight is delayed till tomorrow curse the weather,Southwest
569598588378087426,negative,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,Southwest
569598511483789312,neutral,@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.,Southwest
569596778426855426,positive,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.,Southwest
569589955837628416,neutral,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,Southwest
569589379385008129,positive,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,Southwest
569588375037960192,negative,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,Southwest
569588348593025024,negative,@SouthwestAir thanks for the response - flight time has passed - rebooked now,Southwest
569587157574135808,negative,"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!",Southwest
569586743831191552,positive,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,Southwest
569586235259404288,positive,@SouthwestAir good to be back. See you all again in several weeks.,Southwest
569586098772578304,negative,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,Southwest
569585343084650496,positive,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",Southwest
569584744532287490,negative,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!,Southwest
569584431544971264,neutral,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,Southwest
569577548318777345,negative,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,Southwest
569576038289711104,positive,@SouthwestAir think you have great people working for you.,Southwest
569571448412438528,positive,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport,Southwest
569568079761403904,neutral,@SouthwestAir -- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather,Southwest
569567144318365696,negative,@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,Southwest
569567028136296450,neutral,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,Southwest
569566673235271680,negative,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,Southwest
569562867281690625,neutral,@SouthwestAir safety back in Dallas!,Southwest
569561754163769344,negative,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,Southwest
569558600353390592,positive,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,Southwest
569557305961750528,neutral,"@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",Southwest
569556215375613952,negative,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",Southwest
569555719885885441,negative,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",Southwest
569555395339018241,negative,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI",Southwest
569555199062224897,negative,"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",Southwest
569554826616381440,negative,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,Southwest
569552971362639873,negative,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,Southwest
569551863260913664,negative,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,Southwest
569550487474712576,neutral,@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI,Southwest
569549686857736193,negative,"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",Southwest
569546319666110464,neutral,"@SouthwestAir if I am a rapid awards member, does my points apply after I have taken my round trip?",Southwest
569545575688830978,positive,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags",Southwest
569543955622338560,negative,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,Southwest
569542114234671104,positive,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!",Southwest
569541106112827393,neutral,"@SouthwestAir Also, will Southwest have any other specials like the one they are running now?",Southwest
569538524321419265,positive,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.,Southwest
569534939642925058,neutral,@SouthwestAir will the Daytona 500 be available on free TV?,Southwest
569531018643955712,neutral,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!,Southwest
569528523418775552,negative,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,Southwest
